1,2,3,4,5,6,Timestamp,Entity Name
,,"62,1",,,,2025-09-18 20:00:37,DEV_FARM60_TYPE11_ID3
,,,"65,4",,,2025-09-18 20:00:37,DEV_FARM60_TYPE11_ID4
,,,,"61,1",,2025-09-18 20:00:39,DEV_FARM60_TYPE11_ID5
,"65,8",,,,,2025-09-18 20:10:36,DEV_FARM60_TYPE11_ID2
,,"63,5",,,,2025-09-18 20:10:37,DEV_FARM60_TYPE11_ID3
,,,"66,60000000000001",,,2025-09-18 20:10:37,DEV_FARM60_TYPE11_ID4
,,,,"62,6",,2025-09-18 20:10:39,DEV_FARM60_TYPE11_ID5
,66,,,,,2025-09-18 20:20:36,DEV_FARM60_TYPE11_ID2
,,"64,10000000000001",,,,2025-09-18 20:20:37,DEV_FARM60_TYPE11_ID3
,,,"67,10000000000001",,,2025-09-18 20:20:37,DEV_FARM60_TYPE11_ID4
,,,,"63,3",,2025-09-18 20:20:39,DEV_FARM60_TYPE11_ID5
,"66,60000000000001",,,,,2025-09-18 20:30:36,DEV_FARM60_TYPE11_ID2
,,"64,9",,,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID3
,,,"67,7",,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID4
,,,,"63,90000000000001",,2025-09-18 20:30:38,DEV_FARM60_TYPE11_ID5
,"67,4",,,,,2025-09-18 20:40:36,DEV_FARM60_TYPE11_ID2
,,"65,60000000000001",,,,2025-09-18 20:40:37,DEV_FARM60_TYPE11_ID3
,,,"68,3",,,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID4
,,,,"64,5",,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID5
,"68,2",,,,,2025-09-18 20:50:36,DEV_FARM60_TYPE11_ID2
,,"66,10000000000001",,,,2025-09-18 20:50:37,DEV_FARM60_TYPE11_ID3
,,,"68,9",,,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID4
,,,,65,,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID5
,"68,7",,,,,2025-09-18 21:00:36,DEV_FARM60_TYPE11_ID2
,,"66,7",,,,2025-09-18 21:00:37,DEV_FARM60_TYPE11_ID3
