1,2,3,4,5,6,Timestamp,Entity Name,,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,,,1 021,,,2025-09-18 21:50:38,DEV_FARM60_TYPE11_ID4
,,,,763,,2025-09-18 21:50:39,DEV_FARM60_TYPE11_ID5
,854,,,,,2025-09-18 22:00:36,DEV_FARM60_TYPE11_ID2
,,734,,,,2025-09-18 22:00:37,DEV_FARM60_TYPE11_ID3
,,,1 014,,,2025-09-18 22:00:38,DEV_FARM60_TYPE11_ID4
,,,,798,,2025-09-18 22:00:39,DEV_FARM60_TYPE11_ID5
,880,,,,,2025-09-18 22:10:36,DEV_FARM60_TYPE11_ID2
,,737,,,,2025-09-18 22:10:37,DEV_FARM60_TYPE11_ID3
,,,1 060,,,2025-09-18 22:10:38,DEV_FARM60_TYPE11_ID4
,,,,817,,2025-09-18 22:10:39,DEV_FARM60_TYPE11_ID5
,925,,,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID2
,,784,,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID3
,,,1 066,,,2025-09-18 22:20:38,DEV_FARM60_TYPE11_ID4
,,,,863,,2025-09-18 22:20:39,DEV_FARM60_TYPE11_ID5
,915,,,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID2
,,799,,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID3
,,,1 070,,,2025-09-18 22:30:38,DEV_FARM60_TYPE11_ID4
,,,,877,,2025-09-18 22:30:39,DEV_FARM60_TYPE11_ID5
,880,,,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID2
,,778,,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID3
,,,1 075,,,2025-09-18 22:40:38,DEV_FARM60_TYPE11_ID4
,,,,853,,2025-09-18 22:40:39,DEV_FARM60_TYPE11_ID5
,811,,,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID2
,,725,,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID3
,,,1 034,,,2025-09-18 22:50:38,DEV_FARM60_TYPE11_ID4
,,,,848,,2025-09-18 22:50:39,DEV_FARM60_TYPE11_ID5
,789,,,,,2025-09-18 23:00:36,DEV_FARM60_TYPE11_ID2
,,705,,,,2025-09-18 23:00:36,DEV_FARM60_TYPE11_ID3
,,,994,,,2025-09-18 23:00:38,DEV_FARM60_TYPE11_ID4
,,,,795,,2025-09-18 23:00:39,DEV_FARM60_TYPE11_ID5
,822,,,,,2025-09-18 23:10:36,DEV_FARM60_TYPE11_ID2
,,689,,,,2025-09-18 23:10:37,DEV_FARM60_TYPE11_ID3
,,,1 004,,,2025-09-18 23:10:38,DEV_FARM60_TYPE11_ID4
,,,,792,,2025-09-18 23:10:39,DEV_FARM60_TYPE11_ID5
,861,,,,,2025-09-18 23:20:36,DEV_FARM60_TYPE11_ID2
,,684,,,,2025-09-18 23:20:37,DEV_FARM60_TYPE11_ID3
,,,1 039,,,2025-09-18 23:20:38,DEV_FARM60_TYPE11_ID4
,,,,818,,2025-09-18 23:20:39,DEV_FARM60_TYPE11_ID5
,849,,,,,2025-09-18 23:30:36,DEV_FARM60_TYPE11_ID2
,,758,,,,2025-09-18 23:30:37,DEV_FARM60_TYPE11_ID3
,,,1 035,,,2025-09-18 23:30:38,DEV_FARM60_TYPE11_ID4
,,,,803,,2025-09-18 23:30:39,DEV_FARM60_TYPE11_ID5
,857,,,,,2025-09-18 23:40:36,DEV_FARM60_TYPE11_ID2
,,742,,,,2025-09-18 23:40:37,DEV_FARM60_TYPE11_ID3
,,,1 061,,,2025-09-18 23:40:38,DEV_FARM60_TYPE11_ID4
,,,,816,,2025-09-18 23:40:39,DEV_FARM60_TYPE11_ID5
,886,,,,,2025-09-18 23:50:36,DEV_FARM60_TYPE11_ID2
