2,3,4,5,6,Timestamp,Entity Name,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,,,9,,2025-09-19 04:10:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 04:20:36,DEV_FARM60_TYPE11_ID2
,,9,,,2025-09-19 04:20:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 04:30:36,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 04:30:39,DEV_FARM60_TYPE11_ID5
8,,,,,2025-09-19 04:40:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 04:40:36,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 04:40:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 04:40:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 04:50:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 04:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 05:00:36,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 05:00:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 05:10:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 05:10:37,DEV_FARM60_TYPE11_ID3
,,7,,,2025-09-19 05:10:37,DEV_FARM60_TYPE11_ID4
,,,7,,2025-09-19 05:10:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 05:20:36,DEV_FARM60_TYPE11_ID2
,,7,,,2025-09-19 05:20:37,DEV_FARM60_TYPE11_ID4
,6,,,,2025-09-19 05:30:37,DEV_FARM60_TYPE11_ID3
,,,7,,2025-09-19 05:30:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 05:40:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 05:40:37,DEV_FARM60_TYPE11_ID3
,,7,,,2025-09-19 05:40:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 05:40:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 05:50:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 05:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 06:00:37,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 06:00:39,DEV_FARM60_TYPE11_ID5
5,,,,,2025-09-19 06:10:36,DEV_FARM60_TYPE11_ID2
,6,,,,2025-09-19 06:10:37,DEV_FARM60_TYPE11_ID3
,,6,,,2025-09-19 06:10:38,DEV_FARM60_TYPE11_ID4
,,,8,,2025-09-19 06:10:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 06:20:35,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 06:20:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 06:30:37,DEV_FARM60_TYPE11_ID3
,,,7,,2025-09-19 06:30:39,DEV_FARM60_TYPE11_ID5
5,,,,,2025-09-19 06:40:35,DEV_FARM60_TYPE11_ID2
,6,,,,2025-09-19 06:40:37,DEV_FARM60_TYPE11_ID3
,,7,,,2025-09-19 06:40:38,DEV_FARM60_TYPE11_ID4
,,,8,,2025-09-19 06:40:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 06:50:35,DEV_FARM60_TYPE11_ID2
,,7,,,2025-09-19 06:50:38,DEV_FARM60_TYPE11_ID4
,8,,,,2025-09-19 07:00:37,DEV_FARM60_TYPE11_ID3
,,,7,,2025-09-19 07:00:39,DEV_FARM60_TYPE11_ID5
5,,,,,2025-09-19 07:10:36,DEV_FARM60_TYPE11_ID2
,5,,,,2025-09-19 07:10:37,DEV_FARM60_TYPE11_ID3
,,6,,,2025-09-19 07:10:38,DEV_FARM60_TYPE11_ID4
